model,split,problem_idx,variant,run_idx,original_answer,predicted_answer,is_correct_exact,input_tokens,output_tokens,error
sonnet-4.6,train,12,original,4,039,501,False,397,1260,
sonnet-4.6,train,9,edge_deletion,4,156,84,False,320,1190,
sonnet-4.6,train,11,edge_deletion,4,161,\dfrac{33}{13},False,414,1469,
sonnet-4.6,train,12,edge_deletion,4,039,502,False,397,1375,
sonnet-4.6,train,12,node_deletion,4,039,502,False,386,1378,
sonnet-4.6,train,15,original,4,196,196,True,256,561,
sonnet-4.6,train,25,edge_deletion,3,132,olean,False,347,8192,
sonnet-4.6,train,15,node_deletion,4,196,444,False,260,698,
sonnet-4.6,train,11,node_deletion,4,161,19,False,427,1443,
sonnet-4.6,train,13,node_deletion,4,681,313,False,294,1284,
sonnet-4.6,train,13,original,4,681,244,False,309,1407,
sonnet-4.6,train,13,edge_deletion,4,681,937,False,294,1192,
sonnet-4.6,train,14,original,4,83,6,False,687,914,
sonnet-4.6,train,18,original,4,279,279,True,349,869,
sonnet-4.6,train,14,node_deletion,4,83,theid,False,366,1239,
sonnet-4.6,train,19,original,4,190,190,True,308,1147,
sonnet-4.6,train,18,node_deletion,4,279,279,False,350,971,
sonnet-4.6,train,15,edge_deletion,4,196,110,False,255,1208,
sonnet-4.6,train,16,node_deletion,4,243,9,False,318,1526,
sonnet-4.6,train,17,original,4,503,505,False,368,1461,
sonnet-4.6,train,16,edge_deletion,4,243,1024,False,313,1187,
sonnet-4.6,train,16,original,4,243,243,True,572,1322,
sonnet-4.6,train,17,node_deletion,4,503,499,False,362,1598,
sonnet-4.6,train,19,node_deletion,4,190,90,False,308,1205,
sonnet-4.6,train,17,edge_deletion,4,503,506,False,358,1498,
sonnet-4.6,train,19,edge_deletion,4,190,90,False,323,1246,
sonnet-4.6,train,20,original,4,050,50,True,275,1286,
sonnet-4.6,train,18,edge_deletion,4,279,20,False,330,1347,
sonnet-4.6,train,21,original,4,754,754,True,328,1389,
sonnet-4.6,train,20,edge_deletion,4,050,1,False,284,1412,
sonnet-4.6,train,20,node_deletion,4,050,13,False,283,1415,
sonnet-4.6,train,21,node_deletion,4,754,736,False,334,1363,
sonnet-4.6,train,24,original,4,340,340,True,389,1076,
sonnet-4.6,train,23,original,4,669,708,False,299,1320,
sonnet-4.6,train,23,node_deletion,4,669,1,False,310,1324,
sonnet-4.6,train,22,original,4,245,20,False,298,1407,
sonnet-4.6,train,21,edge_deletion,4,754,101,False,330,1592,
sonnet-4.6,train,22,edge_deletion,4,245,20,False,301,1356,
sonnet-4.6,train,22,node_deletion,4,245,20,False,300,1407,
sonnet-4.6,train,25,edge_deletion,4,132,752,False,347,1369,
sonnet-4.6,train,25,original,4,132,132,True,333,1286,
sonnet-4.6,train,23,edge_deletion,4,669,1,False,305,1280,
sonnet-4.6,train,8,edge_deletion,4,029,olean,False,414,8192,
sonnet-4.6,train,26,original,4,223,287,False,364,1482,
sonnet-4.6,train,25,node_deletion,4,132,200,False,345,1337,
sonnet-4.6,train,28,original,4,157,557,False,399,1157,
sonnet-4.6,train,27,original,4,107,29,False,354,1255,
sonnet-4.6,train,27,edge_deletion,4,107,7,False,331,1213,
sonnet-4.6,train,27,node_deletion,4,107,16,False,350,1432,
sonnet-4.6,train,29,original,4,393,243,False,428,1254,
sonnet-4.6,train,14,edge_deletion,4,83,olean,False,364,8192,
sonnet-4.6,train,28,node_deletion,4,157,olean,False,406,8192,
sonnet-4.6,train,28,edge_deletion,4,157,zeroth,False,445,8192,
llama4-mav,train,0,original,0,277,277,True,355,768,
llama4-mav,train,2,original,0,079,79,True,324,716,
llama4-mav,train,6,node_deletion,0,396,720,False,267,727,
llama4-mav,train,1,edge_deletion,0,62,12,False,256,791,
llama4-mav,train,5,node_deletion,0,441,441,False,265,966,
llama4-mav,train,5,original,0,441,441,True,260,1066,
llama4-mav,train,6,original,0,396,175,False,269,854,
llama4-mav,train,0,node_deletion,0,277,16,False,348,907,
llama4-mav,train,4,original,0,065,65,True,332,964,
llama4-mav,train,0,edge_deletion,0,277,31,False,338,1300,
llama4-mav,train,5,edge_deletion,0,441,2027^2,False,260,1166,
llama4-mav,train,3,node_deletion,0,070,820,False,253,1365,
llama4-mav,train,3,edge_deletion,0,070,1700,False,249,1286,
llama4-mav,train,3,original,0,070,8,False,249,1500,
llama4-mav,train,2,node_deletion,0,079,301,False,339,1313,
llama4-mav,train,2,edge_deletion,0,079,7,False,320,1212,
llama4-mav,train,1,node_deletion,0,62,180,False,273,1398,
llama4-mav,train,4,edge_deletion,0,065,5,False,315,1460,
llama4-mav,train,4,node_deletion,0,065,5,False,315,1611,
llama4-mav,train,6,edge_deletion,0,396,756,False,267,1444,
llama4-mav,train,7,original,0,244,38,False,257,1347,
llama4-mav,train,8,node_deletion,0,029,41,False,391,953,
llama4-mav,train,8,original,0,029,191,False,388,962,
llama4-mav,train,8,edge_deletion,0,029,191,False,389,890,
llama4-mav,train,9,node_deletion,0,156,176,False,311,1051,
llama4-mav,train,7,edge_deletion,0,244,976,False,253,1159,
llama4-mav,train,1,original,0,62,27,False,273,2029,
llama4-mav,train,9,original,0,156,168,False,307,1086,
llama4-mav,train,7,node_deletion,0,244,112,False,254,1540,
llama4-mav,train,9,edge_deletion,0,156,168,False,297,1086,
llama4-mav,train,10,original,0,896,224,False,353,1155,
llama4-mav,train,10,edge_deletion,0,896,048,False,341,1259,
llama4-mav,train,10,node_deletion,0,896,112,False,351,1134,
llama4-mav,train,12,original,0,039,251,False,356,1187,
llama4-mav,train,15,node_deletion,0,196,48,False,249,787,
llama4-mav,train,13,node_deletion,0,681,159,False,278,757,
llama4-mav,train,15,original,0,196,32,False,249,840,
llama4-mav,train,14,original,0,83,18,False,655,916,
llama4-mav,train,12,node_deletion,0,039,251,False,341,1281,
llama4-mav,train,12,edge_deletion,0,039,251,False,356,1277,
llama4-mav,train,11,original,0,161,23+7,False,379,1655,
llama4-mav,train,11,node_deletion,0,161,3,False,365,1717,
llama4-mav,train,14,node_deletion,0,83,571,False,354,943,
llama4-mav,train,15,edge_deletion,0,196,16,False,247,954,
llama4-mav,train,13,original,0,681,1541,False,292,1324,
llama4-mav,train,13,edge_deletion,0,681,159,False,278,1162,
llama4-mav,train,14,edge_deletion,0,83,571,False,351,1097,
llama4-mav,train,16,node_deletion,0,243,14,False,306,805,
llama4-mav,train,11,edge_deletion,0,161,63/47,False,351,1800,
llama4-mav,train,16,edge_deletion,0,243,22,False,301,898,
llama4-mav,train,16,original,0,243,129,False,552,987,
llama4-mav,train,18,edge_deletion,0,279,999,False,311,1036,
llama4-mav,train,20,edge_deletion,0,050,1,False,269,1189,
llama4-mav,train,20,original,0,050,50,True,263,1253,
llama4-mav,train,20,node_deletion,0,050,1,False,269,1441,
llama4-mav,train,19,original,0,190,95,False,296,1359,
llama4-mav,train,19,node_deletion,0,190,90,False,296,1312,
llama4-mav,train,21,original,0,754,427,False,314,1121,
llama4-mav,train,17,node_deletion,0,503,405,False,333,1474,
llama4-mav,train,18,node_deletion,0,279,999,False,328,1381,
llama4-mav,train,18,original,0,279,262,False,327,1723,
llama4-mav,train,21,node_deletion,0,754,217,False,320,1248,
llama4-mav,train,19,edge_deletion,0,190,92,False,308,1318,
llama4-mav,train,17,original,0,503,405,False,338,1644,
llama4-mav,train,22,node_deletion,0,245,375,False,279,1045,
llama4-mav,train,21,edge_deletion,0,754,427,False,316,1536,
llama4-mav,train,17,edge_deletion,0,503,506,False,330,1608,
llama4-mav,train,22,edge_deletion,0,245,14,False,281,1168,
llama4-mav,train,22,original,0,245,375,False,279,1344,
llama4-mav,train,23,node_deletion,0,669,123,False,285,1273,
llama4-mav,train,23,original,0,669,112,False,276,1274,
llama4-mav,train,23,edge_deletion,0,669,122,False,281,1201,
llama4-mav,train,25,edge_deletion,0,132,216,False,310,1113,
llama4-mav,train,24,original,0,340,161,False,352,1358,
llama4-mav,train,0,original,1,277,277,True,355,921,
llama4-mav,train,25,node_deletion,0,132,252,False,310,1334,
llama4-mav,train,0,node_deletion,1,277,13,False,348,855,
llama4-mav,train,27,node_deletion,0,107,3,False,328,1101,
llama4-mav,train,1,edge_deletion,1,62,5,False,256,836,
llama4-mav,train,25,original,0,132,671,False,299,1459,
llama4-mav,train,2,original,1,079,79,True,324,666,
llama4-mav,train,26,original,0,223,871,False,333,1051,
llama4-mav,train,1,node_deletion,1,62,1638,False,273,997,
llama4-mav,train,27,edge_deletion,0,107,2020,False,316,1242,
llama4-mav,train,28,node_deletion,0,157,0,False,373,1280,
llama4-mav,train,0,edge_deletion,1,277,25,False,338,1146,
llama4-mav,train,27,original,0,107,2022,False,329,1400,
llama4-mav,train,29,original,0,393,351,False,388,1424,
llama4-mav,train,1,original,1,62,20,False,273,1464,
llama4-mav,train,28,original,0,157,8,False,367,1407,
llama4-mav,train,28,edge_deletion,0,157,70,False,406,1439,
llama4-mav,train,2,node_deletion,1,079,241,False,339,1126,
llama4-mav,train,4,original,1,065,65,True,332,863,
llama4-mav,train,3,node_deletion,1,070,499,False,253,1138,
llama4-mav,train,5,original,1,441,441,True,260,988,
llama4-mav,train,6,edge_deletion,1,396,556,False,267,801,
llama4-mav,train,5,node_deletion,1,441,441,False,265,986,
llama4-mav,train,3,edge_deletion,1,070,801,False,249,1115,
llama4-mav,train,2,edge_deletion,1,079,147,False,320,1112,
llama4-mav,train,5,edge_deletion,1,441,2027^2,False,260,1070,
llama4-mav,train,3,original,1,070,138,False,249,1383,
llama4-mav,train,6,node_deletion,1,396,756,False,267,839,
llama4-mav,train,6,original,1,396,176,False,269,961,
llama4-mav,train,7,edge_deletion,1,244,976,False,253,975,
llama4-mav,train,8,node_deletion,1,029,41,False,391,884,
llama4-mav,train,4,edge_deletion,1,065,7,False,315,1311,
llama4-mav,train,8,edge_deletion,1,029,191,False,389,846,
llama4-mav,train,7,original,1,244,496,False,257,1461,
llama4-mav,train,8,original,1,029,191,False,388,1121,
llama4-mav,train,4,node_deletion,1,065,3,False,315,1456,
llama4-mav,train,9,original,1,156,294,False,307,1084,
llama4-mav,train,7,node_deletion,1,244,244,False,254,1682,
llama4-mav,train,10,original,1,896,720,False,353,1024,
llama4-mav,train,12,original,1,039,251,False,356,966,
llama4-mav,train,9,node_deletion,1,156,176,False,311,1124,
llama4-mav,train,12,node_deletion,1,039,251,False,341,1038,
llama4-mav,train,10,edge_deletion,1,896,912,False,341,1334,
llama4-mav,train,12,edge_deletion,1,039,251,False,356,1031,
llama4-mav,train,10,node_deletion,1,896,728,False,351,1261,
llama4-mav,train,9,edge_deletion,1,156,168,False,297,1322,
llama4-mav,train,13,node_deletion,1,681,621,False,278,1086,
llama4-mav,train,14,original,1,83,410,False,655,978,
llama4-mav,train,15,original,1,196,196,True,249,1056,
llama4-mav,train,15,node_deletion,1,196,48,False,249,858,
llama4-mav,train,13,original,1,681,984,False,292,1446,
llama4-mav,train,11,original,1,161,63,False,379,1824,
llama4-mav,train,11,node_deletion,1,161,3,False,365,1835,
llama4-mav,train,14,node_deletion,1,83,314,False,354,990,
llama4-mav,train,14,edge_deletion,1,83,571,False,351,1099,
llama4-mav,train,16,node_deletion,1,243,42,False,306,746,
llama4-mav,train,13,edge_deletion,1,681,385,False,278,1432,
llama4-mav,train,11,edge_deletion,1,161,3,False,351,2040,
llama4-mav,train,15,edge_deletion,1,196,8,False,247,1245,
llama4-mav,train,17,original,1,503,810,False,338,848,
llama4-mav,train,16,original,1,243,253,False,552,1177,
llama4-mav,train,16,edge_deletion,1,243,16,False,301,1107,
llama4-mav,train,19,original,1,190,190,True,296,1107,
llama4-mav,train,18,edge_deletion,1,279,999,False,311,1181,
llama4-mav,train,19,edge_deletion,1,190,90,False,308,995,
llama4-mav,train,19,node_deletion,1,190,90,False,296,1167,
llama4-mav,train,18,original,1,279,927,False,327,1349,
llama4-mav,train,17,node_deletion,1,503,253,False,333,1210,
llama4-mav,train,20,original,1,050,50,True,263,1057,
llama4-mav,train,17,edge_deletion,1,503,405,False,330,1451,
llama4-mav,train,20,node_deletion,1,050,1,False,269,1655,
llama4-mav,train,20,edge_deletion,1,050,6,False,269,1416,
llama4-mav,train,21,original,1,754,1843,False,314,1200,
llama4-mav,train,18,node_deletion,1,279,27,False,328,1771,
llama4-mav,train,21,node_deletion,1,754,718,False,320,1639,
llama4-mav,train,26,original,1,223,19,False,333,710,
llama4-mav,train,22,original,1,245,315,False,279,1274,
llama4-mav,train,22,node_deletion,1,245,315,False,279,1249,
llama4-mav,train,25,edge_deletion,1,132,216,False,310,1061,
llama4-mav,train,25,original,1,132,216,False,299,1177,
llama4-mav,train,22,edge_deletion,1,245,20,False,281,1303,
llama4-mav,train,21,edge_deletion,1,754,427,False,316,1546,
llama4-mav,train,27,original,1,107,2022,False,329,1102,
llama4-mav,train,27,node_deletion,1,107,3,False,328,1013,
llama4-mav,train,25,node_deletion,1,132,671,False,310,1224,
llama4-mav,train,23,original,1,669,111,False,276,1634,
llama4-mav,train,23,edge_deletion,1,669,123,False,281,1331,
llama4-mav,train,23,node_deletion,1,669,123,False,285,1496,
llama4-mav,train,24,original,1,340,161,False,352,1235,
llama4-mav,train,0,original,2,277,277,True,355,722,
llama4-mav,train,28,original,1,157,8,False,367,1194,
llama4-mav,train,27,edge_deletion,1,107,2020,False,316,1254,
llama4-mav,train,2,original,2,079,79,True,324,649,
llama4-mav,train,0,node_deletion,2,277,16,False,348,892,
llama4-mav,train,28,node_deletion,1,157,1,False,373,1404,
llama4-mav,train,1,edge_deletion,2,62,4,False,256,708,
llama4-mav,train,28,edge_deletion,1,157,144,False,406,1273,
llama4-mav,train,3,original,2,070,70,True,249,833,
llama4-mav,train,0,edge_deletion,2,277,31,False,338,1172,
llama4-mav,train,2,edge_deletion,2,079,7,False,320,919,
llama4-mav,train,4,original,2,065,65,True,332,1151,
llama4-mav,train,3,edge_deletion,2,070,999,False,249,1061,
llama4-mav,train,1,original,2,62,26,False,273,1463,
llama4-mav,train,1,node_deletion,2,62,966,False,273,1183,
llama4-mav,train,5,node_deletion,2,441,441,False,265,863,
llama4-mav,train,5,original,2,441,441,True,260,999,
llama4-mav,train,3,node_deletion,2,070,248,False,253,1150,
llama4-mav,train,29,original,1,393,351,False,388,1584,
llama4-mav,train,2,node_deletion,2,079,301,False,339,1360,
llama4-mav,train,6,node_deletion,2,396,720,False,267,1072,
llama4-mav,train,6,edge_deletion,2,396,176,False,267,859,
llama4-mav,train,6,original,2,396,146,False,269,966,
llama4-mav,train,7,original,2,244,976,False,257,931,
llama4-mav,train,5,edge_deletion,2,441,9,False,260,1371,
llama4-mav,train,4,node_deletion,2,065,7,False,315,1691,
llama4-mav,train,7,edge_deletion,2,244,976,False,253,996,
llama4-mav,train,7,node_deletion,2,244,561,False,254,1037,
llama4-mav,train,10,original,2,896,168,False,353,890,
llama4-mav,train,8,edge_deletion,2,029,341,False,389,803,
llama4-mav,train,4,edge_deletion,2,065,5+8=13,False,315,1761,
llama4-mav,train,8,original,2,029,41,False,388,975,
llama4-mav,train,8,node_deletion,2,029,191,False,391,1021,
llama4-mav,train,9,original,2,156,168,False,307,1203,
llama4-mav,train,9,node_deletion,2,156,176,False,311,1153,
llama4-mav,train,10,edge_deletion,2,896,48,False,341,1206,
llama4-mav,train,10,node_deletion,2,896,048,False,351,1080,
llama4-mav,train,12,edge_deletion,2,039,251,False,356,981,
llama4-mav,train,9,edge_deletion,2,156,339,False,297,1407,
llama4-mav,train,12,node_deletion,2,039,251,False,341,1179,
llama4-mav,train,12,original,2,039,251,False,356,1094,
llama4-mav,train,15,node_deletion,2,196,48,False,249,748,
llama4-mav,train,11,node_deletion,2,161,9,False,365,1666,
llama4-mav,train,11,original,2,161,23,False,379,1722,
llama4-mav,train,15,original,2,196,52,False,249,1067,
llama4-mav,train,14,original,2,83,410,False,655,1138,
llama4-mav,train,13,edge_deletion,2,681,847,False,278,1258,
llama4-mav,train,13,original,2,681,1293,False,292,1434,
llama4-mav,train,14,node_deletion,2,83,571,False,354,1063,
llama4-mav,train,14,edge_deletion,2,83,571,False,351,1023,
llama4-mav,train,11,edge_deletion,2,161,63/23,False,351,1764,
llama4-mav,train,16,node_deletion,2,243,21,False,306,793,
llama4-mav,train,17,original,2,503,405,False,338,986,
llama4-mav,train,15,edge_deletion,2,196,8 \times 4 = 32,False,247,1181,
llama4-mav,train,16,edge_deletion,2,243,2786,False,301,1125,
llama4-mav,train,16,original,2,243,132,False,552,993,
llama4-mav,train,13,node_deletion,2,681,313,False,278,1557,
llama4-mav,train,19,node_deletion,2,190,90,False,296,898,
llama4-mav,train,17,node_deletion,2,503,405,False,333,1299,
llama4-mav,train,20,original,2,050,50,True,263,1181,
llama4-mav,train,19,original,2,190,140,False,296,1441,
llama4-mav,train,18,node_deletion,2,279,999,False,328,1342,
llama4-mav,train,18,original,2,279,278,False,327,1467,
llama4-mav,train,18,edge_deletion,2,279,109,False,311,1427,
llama4-mav,train,17,edge_deletion,2,503,405,False,330,1441,
llama4-mav,train,20,edge_deletion,2,050,1,False,269,1407,
llama4-mav,train,21,node_deletion,2,754,181,False,320,1161,
llama4-mav,train,19,edge_deletion,2,190,14 + 16 + 18 + 20 + 21 = 89,False,308,1318,
llama4-mav,train,20,node_deletion,2,050,6,False,269,1607,
llama4-mav,train,21,original,2,754,427,False,314,1281,
llama4-mav,train,21,edge_deletion,2,754,127,False,316,1434,
llama4-mav,train,23,node_deletion,2,669,122,False,285,1231,
llama4-mav,train,22,original,2,245,14,False,279,1219,
llama4-mav,train,23,original,2,669,889,False,276,1330,
llama4-mav,train,22,node_deletion,2,245,315,False,279,1104,
llama4-mav,train,22,edge_deletion,2,245,20,False,281,1337,
llama4-mav,train,23,edge_deletion,2,669,122,False,281,1236,
llama4-mav,train,26,original,2,223,21,False,333,810,
llama4-mav,train,27,original,2,107,2022,False,329,939,
llama4-mav,train,0,original,3,277,277,True,355,704,
llama4-mav,train,27,node_deletion,2,107,1,False,328,1066,
llama4-mav,train,25,original,2,132,144,False,299,1519,
llama4-mav,train,25,edge_deletion,2,132,54,False,310,1316,
llama4-mav,train,25,node_deletion,2,132,671,False,310,1227,
llama4-mav,train,24,original,2,340,340,True,352,1728,
llama4-mav,train,27,edge_deletion,2,107,65,False,316,1232,
llama4-mav,train,28,original,2,157,144,False,367,1346,
llama4-mav,train,2,original,3,079,79,True,324,618,
llama4-mav,train,1,node_deletion,3,62,819,False,273,894,
llama4-mav,train,1,edge_deletion,3,62,8,False,256,749,
llama4-mav,train,28,edge_deletion,2,157,144,False,406,1365,
llama4-mav,train,0,edge_deletion,3,277,31,False,338,1148,
llama4-mav,train,29,original,2,393,351,False,388,1455,
llama4-mav,train,3,original,3,070,71,False,249,769,
llama4-mav,train,0,node_deletion,3,277,23,False,348,1239,
llama4-mav,train,2,edge_deletion,3,079,5,False,320,1000,
llama4-mav,train,28,node_deletion,2,157,17,False,373,1770,
llama4-mav,train,1,original,3,62,20,False,273,1666,
llama4-mav,train,5,original,3,441,441,True,260,965,
llama4-mav,train,3,node_deletion,3,070,499,False,253,1018,
llama4-mav,train,6,original,3,396,175,False,269,669,
llama4-mav,train,3,edge_deletion,3,070,832,False,249,1107,
llama4-mav,train,5,edge_deletion,3,441,4108729,False,260,970,
llama4-mav,train,4,original,3,065,65,True,332,1054,
llama4-mav,train,2,node_deletion,3,079,301,False,339,1369,
llama4-mav,train,4,edge_deletion,3,065,3,False,315,1273,
llama4-mav,train,5,node_deletion,3,441,441,False,265,980,
llama4-mav,train,6,node_deletion,3,396,756,False,267,1046,
llama4-mav,train,4,node_deletion,3,065,7,False,315,1438,
llama4-mav,train,6,edge_deletion,3,396,529,False,267,1083,
llama4-mav,train,8,edge_deletion,3,029,341,False,389,867,
llama4-mav,train,7,node_deletion,3,244,056,False,254,1243,
llama4-mav,train,10,node_deletion,3,896,584,False,351,694,
llama4-mav,train,7,original,3,244,216,False,257,1283,
llama4-mav,train,9,original,3,156,168,False,307,1050,
llama4-mav,train,8,original,3,029,41,False,388,1064,
llama4-mav,train,9,node_deletion,3,156,195,False,311,1032,
llama4-mav,train,10,original,3,896,720,False,353,1103,
llama4-mav,train,8,node_deletion,3,029,41+125 = 166,False,391,1499,
llama4-mav,train,7,edge_deletion,3,244,488,False,253,1693,
llama4-mav,train,15,node_deletion,3,196,444,False,249,533,
llama4-mav,train,10,edge_deletion,3,896,72,False,341,1254,
llama4-mav,train,11,edge_deletion,3,161,3,False,351,1271,
llama4-mav,train,9,edge_deletion,3,156,168,False,297,1240,
llama4-mav,train,12,original,3,039,251,False,356,1118,
llama4-mav,train,12,edge_deletion,3,039,251,False,356,1090,
llama4-mav,train,14,original,3,83,410,False,655,913,
llama4-mav,train,11,node_deletion,3,161,3,False,365,1680,
llama4-mav,train,13,original,3,681,387,False,292,1008,
llama4-mav,train,12,node_deletion,3,039,251,False,341,1226,
llama4-mav,train,14,node_deletion,3,83,571,False,354,902,
llama4-mav,train,11,original,3,161,23,False,379,1640,
llama4-mav,train,15,original,3,196,196,True,249,1011,
llama4-mav,train,14,edge_deletion,3,83,571,False,351,1140,
llama4-mav,train,16,node_deletion,3,243,41,False,306,861,
llama4-mav,train,13,edge_deletion,3,681,159,False,278,1290,
llama4-mav,train,13,node_deletion,3,681,12,False,278,1539,
llama4-mav,train,15,edge_deletion,3,196,44,False,247,1233,
llama4-mav,train,16,original,3,243,16,False,552,1102,
llama4-mav,train,16,edge_deletion,3,243,32,False,301,984,
llama4-mav,train,17,original,3,503,252,False,338,1192,
llama4-mav,train,17,node_deletion,3,503,405,False,333,1048,
llama4-mav,train,19,node_deletion,3,190,90,False,296,1098,
llama4-mav,train,19,edge_deletion,3,190,90,False,308,988,
llama4-mav,train,20,node_deletion,3,050,1,False,269,1276,
llama4-mav,train,21,original,3,754,1681,False,314,1020,
llama4-mav,train,18,original,3,279,999,False,327,1356,
llama4-mav,train,18,node_deletion,3,279,999,False,328,1552,
llama4-mav,train,20,edge_deletion,3,050,1,False,269,1409,
llama4-mav,train,21,node_deletion,3,754,108,False,320,1236,
llama4-mav,train,20,original,3,050,9,False,263,1360,
llama4-mav,train,18,edge_deletion,3,279,9,False,311,1562,
llama4-mav,train,22,original,3,245,375,False,279,1186,
llama4-mav,train,17,edge_deletion,3,503,377,False,330,2061,
llama4-mav,train,19,original,3,190,95,False,296,1965,
llama4-mav,train,21,edge_deletion,3,754,427,False,316,1436,
llama4-mav,train,22,node_deletion,3,245,315,False,279,1165,
llama4-mav,train,26,original,3,223,871,False,333,708,
llama4-mav,train,23,original,3,669,123,False,276,1465,
llama4-mav,train,22,edge_deletion,3,245,130,False,281,1290,
llama4-mav,train,23,edge_deletion,3,669,122,False,281,1204,
llama4-mav,train,23,node_deletion,3,669,123,False,285,1324,
llama4-mav,train,25,original,3,132,671,False,299,1230,
llama4-mav,train,24,original,3,340,161,False,352,1361,
llama4-mav,train,0,original,4,277,25,False,355,692,
llama4-mav,train,25,node_deletion,3,132,671,False,310,1228,
llama4-mav,train,27,original,3,107,2022,False,329,1168,
llama4-mav,train,27,node_deletion,3,107,4,False,328,1186,
llama4-mav,train,0,node_deletion,4,277,16,False,348,805,
llama4-mav,train,25,edge_deletion,3,132,216,False,310,1406,
llama4-mav,train,27,edge_deletion,3,107,65,False,316,1190,
llama4-mav,train,28,node_deletion,3,157,1,False,373,1145,
llama4-mav,train,1,node_deletion,4,62,14760,False,273,888,
llama4-mav,train,28,original,3,157,70,False,367,1417,
llama4-mav,train,2,original,4,079,79,True,324,867,
llama4-mav,train,28,edge_deletion,3,157,660,False,406,1222,
llama4-mav,train,1,edge_deletion,4,62,7,False,256,891,
llama4-mav,train,2,edge_deletion,4,079,3,False,320,865,
llama4-mav,train,29,original,3,393,351,False,388,1343,
llama4-mav,train,0,edge_deletion,4,277,13,False,338,1215,
llama4-mav,train,5,original,4,441,441,True,260,781,
llama4-mav,train,3,original,4,070,69,False,249,1300,
llama4-mav,train,5,node_deletion,4,441,441,False,265,905,
llama4-mav,train,2,node_deletion,4,079,301,False,339,1299,
llama4-mav,train,1,original,4,62,20,False,273,1688,
llama4-mav,train,3,node_deletion,4,070,499,False,253,1192,
llama4-mav,train,3,edge_deletion,4,070,821,False,249,1068,
llama4-mav,train,7,node_deletion,4,244,976,False,254,611,
llama4-mav,train,6,original,4,396,175,False,269,885,
llama4-mav,train,4,original,4,065,65,True,332,1192,
llama4-mav,train,4,edge_deletion,4,065,5,False,315,1247,
llama4-mav,train,5,edge_deletion,4,441,12,False,260,1290,
llama4-mav,train,7,edge_deletion,4,244,976,False,253,789,
llama4-mav,train,6,node_deletion,4,396,720,False,267,1244,
llama4-mav,train,6,edge_deletion,4,396,720,False,267,1215,
llama4-mav,train,8,original,4,029,341,False,388,901,
llama4-mav,train,7,original,4,244,786,False,257,1173,
llama4-mav,train,8,edge_deletion,4,029,341,False,389,808,
llama4-mav,train,8,node_deletion,4,029,191,False,391,1136,
llama4-mav,train,4,node_deletion,4,065,7,False,315,1543,
llama4-mav,train,9,node_deletion,4,156,176,False,311,985,
llama4-mav,train,10,original,4,896,584,False,353,1159,
llama4-mav,train,9,original,4,156,168,False,307,1102,
llama4-mav,train,9,edge_deletion,4,156,168,False,297,1230,
llama4-mav,train,10,node_deletion,4,896,728,False,351,1268,
llama4-mav,train,12,node_deletion,4,039,251,False,341,993,
llama4-mav,train,10,edge_deletion,4,896,584,False,341,1318,
llama4-mav,train,12,original,4,039,251,False,356,1237,
llama4-mav,train,12,edge_deletion,4,039,251,False,356,1208,
llama4-mav,train,14,original,4,83,410,False,655,971,
llama4-mav,train,15,node_deletion,4,196,444,False,249,828,
llama4-mav,train,13,node_deletion,4,681,159,False,278,1165,
llama4-mav,train,11,edge_deletion,4,161,63/23,False,351,1514,
llama4-mav,train,13,original,4,681,214,False,292,1487,
llama4-mav,train,11,node_deletion,4,161,63,False,365,1754,
llama4-mav,train,14,node_deletion,4,83,571,False,354,961,
llama4-mav,train,13,edge_deletion,4,681,621,False,278,1252,
llama4-mav,train,14,edge_deletion,4,83,571,False,351,1072,
llama4-mav,train,15,original,4,196,196,True,249,1089,
llama4-mav,train,11,original,4,161,23,False,379,1726,
llama4-mav,train,16,node_deletion,4,243,42,False,306,751,
llama4-mav,train,16,original,4,243,129,False,552,990,
llama4-mav,train,15,edge_deletion,4,196,24,False,247,1309,
llama4-mav,train,17,original,4,503,405,False,338,1104,
llama4-mav,train,16,edge_deletion,4,243,129,False,301,930,
llama4-mav,train,19,node_deletion,4,190,95,False,296,894,
llama4-mav,train,19,original,4,190,190,True,296,1169,
llama4-mav,train,20,original,4,050,50,True,263,1143,
llama4-mav,train,17,edge_deletion,4,503,504,False,330,1298,
llama4-mav,train,18,edge_deletion,4,279,999,False,311,1337,
llama4-mav,train,18,node_deletion,4,279,999,False,328,1208,
llama4-mav,train,20,edge_deletion,4,050,5,False,269,1510,
llama4-mav,train,17,node_deletion,4,503,506,False,333,1570,
llama4-mav,train,18,original,4,279,351,False,327,1660,
llama4-mav,train,19,edge_deletion,4,190,93,False,308,1407,
llama4-mav,train,21,edge_deletion,4,754,127,False,316,1437,
llama4-mav,train,21,node_deletion,4,754,136,False,320,1449,
llama4-mav,train,22,original,4,245,168,False,279,1163,
llama4-mav,train,20,node_deletion,4,050,6,False,269,1436,
llama4-mav,train,22,node_deletion,4,245,315,False,279,1151,
llama4-mav,train,21,original,4,754,244,False,314,1309,
llama4-mav,train,22,edge_deletion,4,245,315,False,281,1180,
llama4-mav,train,23,original,4,669,123,False,276,1419,
llama4-mav,train,23,node_deletion,4,669,368,False,285,1285,
llama4-mav,train,25,original,4,132,132,True,299,1198,
llama4-mav,train,26,original,4,223,21,False,333,791,
llama4-mav,train,23,edge_deletion,4,669,122,False,281,1276,
